sample_id,folder_id,sent_id,sentence,prob_1
937,ET,2799,"Since 2005 Felix Hnat is chairman of the Vegan Society Austria (Vegane Gesellschaft Österreich, VGÖ), where he is additionally responsible for public relations.",-54.93376922607422
938,ET,7942,"Fernández eldest son, José Ramón Jr. works as a journalist in Spain while his other son, Juan Pablo hosts ESPN Mexico morning sports show ""Toque Inicial"".",-87.27119445800781
939,ET,9989,"To accommodate hikers attempting to use the Appalachian Trail, a shuttle service was set up to run every hour during normal business hours for the duration of the fire and trail closure.",-36.95616149902344
940,EZ,12086,"At age 23, and during the First Kuweit War, he became field director of the German Archaeological Institute's mission on the island of Elephantine in Aswan.",-63.189186096191406
941,EZ,6949,"He decided to go Ljulbjana to study the law, but finally change his mind and goes for journalism after working as a remplacent on RTV Slovenia.",-91.69715881347656
942,EZ,13077,"A voracious reader in spite of his limited education, and possessed of artistic sensibilities, Babcock was also a talented tenor and soloist in his church choir.",-35.539302825927734
943,EZ,4074,"Through a website (now restored), Vets for Bernie published over one hundred original news-style blog posts, which were shared more than one million times on social media.",-66.67794799804688
944,EZ,11242,"As further exploration was undertaken in the region, the first commercial discovery of Wushi 17-2 was made in Wushi Sag in the Western part of South China Sea.",-53.69100570678711
945,EZ,9715,"Lasting from late August to mid-September 2017, the storm was the strongest open-Atlantic tropical cyclone on record and the first Category 5 hurricane to strike the Leeward Islands.",-25.12234115600586
946,CL,155,"In 1882 the area received access to the Berlin Stadtbahn railway line at Berlin Hackescher Markt station, then called ""Börse"" after the nearby stock exchange.",-51.972591400146484
947,CL,3202,Sheikh of the Rifai Tekkesi in Kozyatağı (Istanbul) Abdülhalim Efendi was his pupil and carried on the same tradition.,-59.7685661315918
948,CL,5100,"Companies buying oil, gas and minerals, and those in the defence and construction sectors must make details of their payments to any government, on any project, available to the public.",-91.79222106933594
949,CM,12946,"It was primarily intended for short-duration play, keeping people entertained for at least a few minutes at a booth while learning about the city's future plans for the station.",-74.63092041015625
950,CM,449,"He was part of the local organizing committee for the 2007 FIFA Under-20 World Cup, and was appointed to MLS Technical Committee in 2008 and MLS Business Committee a year later.",-37.92340850830078
951,CM,1818,The solar observatory added signs along the highway in 2011 with the names of the planets as part of a 1:250 million model of the distances between planets in the Solar System.,-61.340145111083984
952,CM,5232,"Initially running on a race-by-race basis pending sponsorship, Burton's ride was upgraded to the full season when Estes Express Lines signed a deal with the team.",-79.10987091064453
953,CM,2316,"The numerous versions of ""Sitting Top of the World"" recorded since 1930 have been characterized by variations to the original lyrics, as recorded by the Mississippi Sheiks in 1930.",-61.78071975708008
954,CM,4791,"When presented with food odour, individuals were less attracted to neighbors, but when presented with a predatory stimulus, they were more attracted to neighbors and formed tighter shoals.",-50.900718688964844
955,AU,14291,"This was because the Gardner engined double-deckers did not perform satisfactorily given the hilly terrain, and population levels on the island were more steady and predictable.",-64.42745971679688
956,AU,9429,"Board Members attended a groundbreaking ceremony on November 10, 1947, to mark Central San's first construction--the main trunk sewer at the east end of Moraga Boulevard.",-78.52084350585938
957,AU,9604,"During the 1970s the company operated within a 70-mile radius of Manchester, and growth was driven by the increasing popularity of its main product, Boddingtons Bitter. """,-56.687522888183594
958,AU,10559,"Scotland lost their first two games in the 2016 Six Nations Championship, extending their losing streak in the Six Nations to nine matches, their worst run in the championship since the 1950s.",-27.893768310546875
959,CI,5394,"Sundstrand Corporation  Sundstrand Corporation was founded in 1926 as a merger of the Rockford Tool Company and Rockford Milling Machine Company in Rockford, Illinois.",-18.783905029296875
960,CI,11969,"With the use of technology and the concept of social entrepreneurship, Tribals established the Warli Art Foundation, a non-profit company dedicated to Warli art and related activities.",-45.480873107910156
961,CI,222,One explanation of this discrepancy is that the moon may have been formed by a giant impact which ejected some of the early Earth's upper crust into its orbit.,-36.28596115112305
962,CI,7296,"He tours solo and with a band, and often plays in North Mississippi Osborne (N.M.O), a group formed by Osborne and North Mississippi Allstars.",-55.015281677246094
963,CI,213,"Her first single from the EP, ""You're Not Alone"" was supported by CMT and VH1, and was downloaded over 100,000 times on Amazon.com.",-24.16775894165039
964,CI,10817,Stafford fumbled the ball at the 2-minute mark and was picked up by Cowboys defensive tackle DeMarcus Lawrence who then fumbled the ball which gave the Lions the ball back.,-38.95221710205078
965,DM,6964,Halimah was elected as the Workers' Vice-Chairperson of the Standards Committee of the International Labour Conference (ILC) in Geneva from 2000 to 2002 and in 2005.,-54.128318786621094
966,DM,13574,"According to one legend, Khedrup Kuenga Wangpo, son of Tertön Pema Lingpa was assigned to find a ridge resembling the trunk of an elephant.",-113.71101379394531
967,DM,2543,"Ltd. and producers Mohan Damle, Sanjay Sathaye and Shriram Dandekar, the film is based on a story written by Dr Nitin Lavangare.",-89.1120376586914
968,DM,1503,"In addition to their success in the music industry, the sibling's name became a strong brand, with more than 300 licensed products which made R$300 million a year.",-63.59520721435547
969,DM,3237,"In early 2018, the Science and Technology Department of the Iranian President's Office released a book to review Iran's achievements in various fields of science and technology during 2017.",-38.63800811767578
970,CU,10060,"The body's observation arc begins with a precovery taken at the Australian Siding Spring Observatory in March 1976, or more than 14 years prior to its official discovery observation.",-17.078357696533203
971,CU,10045,"In 1983, after numerous line-up changes UFO decided to call it a day and the tour was promoted as a farewell tour (although they subsequently reformed the following year).",-36.84618377685547
972,CU,8749,"Trafigura maintained that the report was a superseded draft report which was legally privileged and confidential, and that it had been obtained illegally and passed to ""The Guardian"".",-64.48662567138672
973,CU,5989,"They possibly built fortifications around Stara Planina in the 1st century BC, lived around Sofia and Skaptopara (modern Blagoevgrad) was their town.",-68.86467742919922
974,CU,4436,"The Blakey Project' and featured an All-Star Lineup of British Jazz Musicians, including Julian Joseph, Byron Wallen, Dennis Rollins, Jason Rebello and Shane Forbes.",-124.85238647460938
975,DN,7825,The Ahmadiyya Muslim Community does not directly oppose the building of a mosque near ground zero but views that the sentiments of non-Muslims should not be unduly hurt.,-32.588233947753906
976,DN,1348,"Immortalite"" closed with the praams under the high land of Cap Blanc Nez, with ""Orestes"" and ""Basilisk"" joining in the attack.",-92.46253204345703
977,DN,12004,"Jess Cortazzo  John Francis ""Jess"" Cortazzo (September 26, 1904 – March 4, 1963) also known as ""Shine"" was a professional baseball player.",-78.59400939941406
978,DN,4306,"There are concerns regarding inequality between Māori and other ethnic groups, in terms of the disproportionate numbers of Māori people in the penitentiary system and on welfare support.",-50.27824783325195
979,DN,9619,"Being further into debt, Rotherham also sold their training ground at Hooten Roberts and now train at Doncaster Rovers' Keepmoat Stadium renting out one of their pitches.",-77.35086822509766
980,DN,12266,George Hay (politician)  Sir George Hay (25 January 1715 – 6 October 1778) was a British judge and politician who sat in the House of Commons between 1754 and 1778.,-66.11641693115234
981,CH,7454,"According to a study conducted at the American Enterprise Institute, in 2011, public school teachers’ total compensation is roughly 50 percent higher than they would likely receive in the private sector.",-46.31385803222656
982,CH,11780,"By the end of 1964, these ""S-code"" stories were a regular feature of ""Kalle Anka's"" content, sometimes taking up the whole issue.",-70.10740661621094
