index,initial_sentence,batch_num,iter_num,chain 0,chain 1,chain 2,chain 3,chain 4,chain 5,chain 6,chain 7,chain 8,chain 9
644,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,44,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the two gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat mice also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
645,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,45,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
646,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,46,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
647,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,47,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
648,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,48,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
649,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,49,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at him. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
650,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,50,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
651,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,51,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
652,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,52,[CLS] The Bears and the Sand Gophers can catch mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds waved at him. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
653,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,53,[CLS] The Bears and the Sand Gophers can catch mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
654,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,54,[CLS] The Dogs and the Sand Gophers can catch mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at her. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
655,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,55,[CLS] The Dogs and the Sand Gophers can catch mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
656,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,56,[CLS] The Bears and the Sand Gophers can catch mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
657,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,57,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and patches of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
658,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,58,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can catch mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
659,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,59,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers may eat them also. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP]
660,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,60,[CLS] The Bears and the Sand Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
661,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,61,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
662,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,62,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds poked at me. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at me. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
663,[CLS] Meadow roots and some of gophers weeds eat mice the. [SEP],3,63,[CLS] The Bears and the Black Gophers can eat mice too. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Tall weeds and blades of gopher grass constantly poked at them. [SEP],[CLS] Mickey Mouse and the other gophers can eat mice too. [SEP],[CLS] Field mice and species of gophers can eat them too. [SEP],[CLS] Dead leaves and patches of gopherberry weeds stared at him. [SEP],[CLS] Tiny mice and nests of gophers constantly poked at him. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP],[CLS] Meadow roots and some of goblins roots pulled at me. [SEP],[CLS] The grass and patches of gophers everywhere screamed at him. [SEP]
